devicetype	brand	model	version	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	wlan24ghz	wlan50ghz	bluetooth	usbports	serial	powersupply
WiFi Router	ASUS	RT-N12+	B1	MediaTek MT7628NN	1	580	8	32	5	-	b/g/n	-	-	-	Yes	5 VDC, 1.0 A
WiFi AP	ALFA Network	N2Q	NULL	Qualcomm Atheros QCA9531	1	650	16	128	2	-	b/g/n	-	-	1x 2.0	Yes	Passive PoE 12-24 VDC
WiFi Router	ALFA Network	AP121FE	NULL	Atheros AR9331	1	400	16	64	1	-	-	-	-	1x 2.0	Yes	-
	WAVLINK	WL-WN532N2	REV.F	MediaTek MT7628N	1	575	32	256	5	-	b/g/n	-	-	-	Yes	5 VDC, 1.0 A
Single Board Computer	Microchip	SAMA5D27 SOM1 EK	NULL	Atmel ATSAMA5D27-D1G-CU	1	500	SDHC	128	1	-	-	-	-	-	Yes	5 VDC
WiFi Router	D-Link	DIR-2640	A1	MediaTek MT7621AT	2	880	128NAND	256	-	5	b/g/n	a/n/ac	-	1x 3.0	-	12 VDC, 2.5 A
WiFi Router	Winstars	WS-WN532A3	NULL	MediaTek MT7628A	1	580	8	64	3	-	b/g/n	a/n/ac	-	1x 2.0	-	5 VDC, 2.0 A
WiFi Router	AVM	FRITZ!Box 7430	NULL	Lantiq XWAY VRX220	2	500	128NAND	128	4	-	b/g/n	-	-	1x 2.0	Yes	-
	Linksys	WHW01	v1	Qualcomm IPQ4018	4	716	256	256		2	b/g/n	a/n/ac	4.0	-	Yes	12V 1A
	GL.iNet	microuter-N300	NULL	MediaTek MT7628NN	1	580	16	128	1	-	b/g/n	-	-	-	-	-
WiFi AP	EnGenius	EAP350	v1	Atheros AR7242	1	400	8	32	-	1	b/g/n	-	-	-	Yes	12 VDC, 1.0 A, PoE 802.3af/at
WiFi AP	EnGenius	EAP600	NULL	Atheros AR9344	1	-	16	128	-	1	b/g/n	a/n	-	-	Yes	12 VDC, 2.0 A, PoE 802.3af/at
WiFi AP	EnGenius	ECB350	v1	Atheros AR7242	1	400	8	32	-	1	b/g/n	-	-	-	Yes	12 VDC, 1.0 A, PoE 802.3af/at
WiFi AP	EnGenius	ECB600	NULL	Atheros AR9344	1	-	16	128	-	1	b/g/n	a/n	-	-	Yes	12 VDC, 2.0 A, PoE 802.3af/at
WiFi AP	EnGenius	ECB1200	NULL	Qualcomm Atheros QCA9557	1	-	16	64	-	1	b/g/n	a/n/ac	-	-	Yes	12 VDC, 2.0 A, PoE 802.3at
WiFi AP	EnGenius	EnStationAC	v1	Qualcomm Atheros QCA9557	1	-	16	128	-	2	-	a/n/ac	-	-	Yes	24 VDC proprietary PoE
Single Board Computer	ALFA Network	Pi-WiFi4	NULL	Qualcomm Atheros QCA9531	1	650	64	128	2	-	b/g/n	-	-	4x 2.0	Yes	5 VDC
WiFi Router	Belkin	F9J1108	v2	Qualcomm Atheros QCA9558	1	720	16	128	-	5	b/g/n	a/n/ac	-	1x 3.0	-	-
WiFi AP	AirTight	C-75	NULL	Qualcomm Atheros QCA9550	1	-	32	128	-	2	b/g/n		-	1x 2.0	Yes	12 VDC, 1.5 A, PoE 802.3at
WiFi AP	Plasma Cloud	PA300	NULL	Qualcomm Atheros QCA9533	1	650	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 24 VDC passive PoE, PoE 802.3af/at
WiFi AP	Plasma Cloud	PA300E	NULL	Qualcomm Atheros QCA9533	1	650	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 24 VDC passive PoE, PoE 802.3af/at
WiFi Router	Ubiquiti	airCube AC	NULL	Atheros AR9342	1	-	16	64	-	4	b/g/n	a/n/ac	-	-	Yes	24 VDC, 0.83 A, 24 VDC passive PoE
WiFi AP	D-Link	DAP-2660	A1	Qualcomm Atheros QCA9557	1	-	16	128	-	1	b/g/n	a/n/ac	-	-	-	12 VDC, PoE 802.3af
WiFi AP	Open-Mesh	OM2P	v4	Qualcomm Atheros QCA9533	1	650	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, PoE 802.3af
WiFi Router	Open-Mesh	OM2P-HS	v1	Atheros AR9341	1	535	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 18-24 VDC passive PoE, PoE 802.3af
WiFi Router	Open-Mesh	OM2P-HS	v2	Atheros AR9341	1	535	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 18-24 VDC passive PoE, PoE 802.3af
WiFi Router	Open-Mesh	OM2P-HS	v3	Atheros AR9341	1	535	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 18-24 VDC passive PoE, PoE 802.3af
WiFi AP	Open-Mesh	OM2P-HS	v4	Qualcomm Atheros QCA9533	1	650	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 24 VDC passive PoE, PoE 802.3af
WiFi AP	Plasma Cloud	PA1200	NULL	Qualcomm IPQ4018	4	-	32	256	-	2	b/g/n	a/n/ac	-	1x 3.0	Yes	12-24 VDC, 1.0 A, PoE 802.3af/at
WiFi AP	Plasma Cloud	PA2200	NULL	Qualcomm IPQ4019	4	-	32	256	-	2	b/g/n	a/n/ac	-	-	-	12 VDC, 2.0 A, PoE 802.3at
WiFi Router	devolo	Magic 2 WiFi next	NULL	Qualcomm IPQ4018	4	-	32	256	-	2	b/g/n	a/n/ac	-	-	-	196-250 VAC, 50 Hz
WiFi AP	GL.iNet	GL-AP1300	NULL	Qualcomm IPQ4018	4	-	4	256	-	2	b/g/n	a/n/ac	BLE	-	Yes	12 VDC, 2.0 A, PoE 802.3at
WiFi Router	NEC	Aterm WG2600HP3	NULL	Qualcomm Atheros IPQ8062	2	1000	32	512	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.5 A
Single Board Computer	Globalscale	ESPRESSObin-Ultra	NULL	Marvell Armada 3700LP 88F3720	2	1200	microSD	1024	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 2.0 A, PoE 802.3af/at
Single Board Computer	Radxa	ROCK Pi 4	B	Rockchip RK3399	6	1800	microSDXC	4	-	1	-	a/n/ac	5.0	2x 3.0	Yes	USB Type C PD 2.0
Modem	Technicolor	TG582n	DANT-V	Broadcom BCM6328	1	320	16	64	4	-	b/g/n	-	-	-	Yes	-
WiFi Router	Innacomm	W3400V6	NULL	Broadcom BCM6328	1	320	8	64	4	-	b/g	-	-	-	-	-
Switch	D-Link	DGS-1210-28	F1 or newer (older versions are different SoC)	Realtek RTL8382M	1	500	32	128	-	more than 20	-	-	-	-	Yes	100-240 VAC, 50/60 Hz
Switch	D-Link	DGS-1210-16	G1	Realtek RTL8382M	1	500	32	128	-	16	-	-	-	-	Yes	100-240 VAC, 50/60 Hz
Switch	D-Link	DGS-1210-10P	F1 or newer (older versions are different SoC)	Realtek RTL8380M	1	500	32	128	-	8	-	-	-	-	Yes	54 VDC, 1.6 A
Modem	D-Link	DSL-2750u	C1	Broadcom BCM63281	1	320	8	32	4	-	b/g/n	-	-	1x 2.0	-	12 VDC, 1.0 A
Modem	ADB	P.DG A4101N	A-000-1A1-AE	Broadcom BCM6328	1	320	16	64	4	-	b/g/n	-	-	1x 2.0	Yes	-
Single Board Computer	FriendlyARM	NanoPi R1	NULL	Allwinner H3	4	1200	SD	1024	1	1	b/g/n	-	4.0	2x 2.0	Yes	5 VDC, 2.0 A (-USB)
Single Board Computer	FriendlyARM	ZeroPi	NULL	Allwinner H3	4	1200	microSDHC	512	-	1	-	-	-	1x -USB (power)	Yes	5 VDC, 2.0 A (-USB)
Single Board Computer	Libre Computer	ALL-H3-CC H5	NULL	Allwinner H5	4	1000	microSD	2048	1	-	-	-	-	4x 2.0	Yes	5 VDC, 2.0 A
WiFi Router	D-Link	DIR-882	R1	MediaTek MT7621AT	2	880	16	128	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 2.5 A
WiFi Router	EnGenius	ESR600H	NULL	Ralink RT3662F	1	500	8	64	-	5	b/g/n	a/n	-	1x 2.0	Yes	12 VDC, 1.25 A
Travel Router	GL.iNet	GL-MT1300 (Beryl)	NULL	MediaTek MT7621A	2	880	microSD	256	-	3	b/g/n	a/n/ac	-	1x USB-C (power)	-	5 VDC, 3.0 A
other	HAK5	WiFi Pineapple Mark 7	NULL	MediaTek MT7628	1	580	32	256	-	-	b/g/n	-	-	1x 2.0	Yes	5 VDC (USB-C)
WiFi Router	WAVLINK	WL-WN530HG4	NULL	MediaTek MT7620A	1	580	8	64	4	1	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.5 A
WiFi Router	Open-Mesh	OM2P	v2	Atheros AR9330	1	400	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 18-24 VDC passive PoE
WiFi Router	Open-Mesh	OM2P-LC	NULL	Atheros AR9330	1	400	16	64	2	-	b/g/n	-	-	-	Yes	12-24 VDC, 1.0 A, 18-24 VDC passive PoE
WiFi Router	ASRock	G10	NULL	Qualcomm Atheros IPQ8064	2	1400	128NAND	512	-	5	b/g/n	a/n/ac	-	2x 3.0	Yes	12 VDC, 3.0 A
Router	MB connect line	MDH 610	HW.01	XScale-IXP42x	1	533	16	64	2	-	-	-	-	Yes	Yes	10V - 30V DC
WiFi Router	ELECOM	WRC-1167GS2-B	NULL	MediaTek MT7621A	2	880	16	128	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.0 A
WiFi Router	ELECOM	WRC-1167GST2	NULL	MediaTek MT7621A	2	880	32	256	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.0 A
WiFi AP	D-Link	DAP-2230	A1	Qualcomm Atheros QCA9533	1	-	16	64	1	-	b/g/n	-	-	-	-	12 VDC, 1.0 A, PoE 802.3af
WiFi AP	D-Link	DAP-3320	A1	Qualcomm Atheros QCA9553	1	-	16	64	1	-	b/g/n	-	-	-	-	48 VDC, 0.5 A, PoE 802.3af
WiFi AP	D-Link	DAP-2680	A1	Qualcomm Atheros QCA9558	1	-	16	256	-	1	b/g/n	a/n/ac	-	-	-	12 VDC, 2.0 A, PoE 802.3at
WiFi Router	TP-Link	AD7200 (Talon)	NULL	Qualcomm Atheros IPQ8064	2	1400	32	512	-	5	b/g/n	a/n/ac	-	2x 3.0	-	12 VDC, 4.2 A
WiFi Router	ZyXEL	Keenetic Start II	rev. A	MediaTek MT7628NN	1	575	16	64	2	-	b/g/n	-	-	-	Yes	12 VDC
Switch	ZyXEL	GS1900-8HP	v1	Realtek RTL8380M	1	500	16	128	-	8	-	-	-	-	Yes	54V 1.66A
Switch	ZyXEL	GS1900-8HP	v2	Realtek RTL8380M	1	500	16	128	-	8	-	-	-	-	Yes	12 VDC
WiFi Router	D-Link	DIR-859	A3	Qualcomm Atheros QCA9563	1	750	16	64	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.5 A
WiFi AP	D-Link	DAP-3662	A1	Qualcomm Atheros QCA9557	1	720	16	128	-	2	b/g/n	a/n/ac	-	-	Yes	PoE 802.3af
WiFi Router	Cudy	WR1300	NULL	MediaTek MT7621AT	2	880	16	128	-	5	b/g/n	a/n/ac	-	1x 3.0	Yes	12 VDC, 1.0 A
WiFi AP	Open-Mesh	MR1750	v1	Qualcomm Atheros QCA9558	1	700	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	12 VDC, 2.0 A, PoE 802.3af/at
WiFi Router	Open-Mesh	MR600	v1	Atheros AR9344	1	560	16	128	-	1	b/g/n	a	-	-	Yes	12 VDC, 2.0 A, PoE 802.3af
WiFi Router	Open-Mesh	MR600	v2	Atheros AR9344	1	560	16	128	-	1	b/g/n	a	-	-	Yes	12-24 VDC, 1.0 A, PoE 802.3af
WiFi AP	Open-Mesh	MR900	v2	Qualcomm Atheros QCA9558	1	720	16	128	-	1	b/g/n	a/n	-	-	Yes	12-24 VDC, 1.0 A, PoE 802.3af
unknown	Ubiquiti	Bullet AC (B-DB-AC)	NULL	Atheros AR9342	1	-	16	64	-	1	b/g/n	a/n/ac	-	-	Yes	24 VDC passive PoE
WiFi AP	EnGenius	EAP1200H	NULL	Qualcomm Atheros QCA9557	1	720	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	12 VDC, 2.0 A, PoE 802.3at
Single Board Computer	Linksprite	pcDuino3 nano	NULL	Allwinner A20	2	1000	SDHC	1024	-	1	-	-	-	2x 2.0	Yes	5 VDC, 2.0 A
WiFi Router	ELECOM	WRC-2533GHBK-I	NULL	MediaTek MT7621A	2	880	16	128	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.5 A
WiFi Router	ELECOM	WRC-1167FS	NULL	MediaTek MT7628AN	1	575	64	16	2	-	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.0 A
other	Hi-Link	HLK-7688A	NULL	MediaTek MT7688AN	1	580	32	128	5	-	b/g/n	-	-	1x 2.0	Yes	3.3 VDC
WiFi Router	UniElec	U7621-01	NULL	MediaTek MT7621AT	2	880	16	256	-	5	b/g/n	a/n/ac	-	1x 2.0	Yes	12 VDC, 1.0 A
WiFi Router	I-O Data	WN-DX1200GR	NULL	MediaTek MT7621A	2	880	128NAND	128	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.0 A
WiFi AP	Ubiquiti	UniFi 6 LR	NULL	MediaTek MT7622	2	1350	64	512	-	1	b/g/n/ax	a/n/ac/ax	5.0	-	Yes	Passive PoE 48 VDC, 0.5 A
WiFi Router	ZTE	MF283plus	NULL	Realtek RT3352	1	400	16	64	4	-	b/g/n	-	-	-	Yes	-
WiFi Router	Buffalo	WSR-2533DHP2	NULL	MediaTek MT7622	2	1350	128NAND	256	-	5	b/g/n	a/n/ac	-	-	-	12 VDC, 1.5 A
WiFi Router	JCG	Y2	NULL	MediaTek MT7621AT	2	880	16	256	-	5	b/g/n	a/n/ac	-	-	-	12 VDC, 1.0 A
WiFi Router	ELECOM	WRC-1750GST2	NULL	MediaTek MT7621A	2	880	32	256	-	5	b/g/n	a/n/ac	-	-	Yes	12 VDC, 1.5 A
Switch	ALLNET	ALL-SG8208M	NULL	RTL8380M	1	500	16	128	-	8	-	-	-	-	Yes	12V 1A
Single Board Computer	Soekris	net5501	70	AMD Geode LX800	1	500	CF card	512	4	-	-	-	-	1x Header	Yes	DC Jack min. 6 to max. 28V DC max. 25W or 5V DC onboard
Single Board Computer	Soekris	net5501	60	AMD Geode LX800	1	433	CF card	256	4	-	-	-	-	1x Header	Yes	DC Jack min. 6 to max. 28V DC max.25W or 5V DC onboard
WiFi AP	Open-Mesh	MR1750	v2	Qualcomm Atheros QCA9558	1	720	16	128	-	1	b/g/n	a/n/ac	-	-	Yes	12-24 VDC, 1.0 A, PoE 802.3af
WiFi AP	Open-Mesh	OM5P-AC	v2	-	-	-	-	-	-	-	-	-	-	-	-	-
Switch	NETGEAR	GS308T	1	RTL8380M	1	500	32	128	-	8	-	-	-	-	Yes	12V 1A
Switch	NETGEAR	GS310TP	1	RTL8380M	1	500	32	128	-	8	-	-	-	-	Yes	54V 1.25A barrel
Single Board Computer	Xunlong	Orange Pi One Plus	NULL	Allwinner H6	4	1800	microSDHC	1024	-	1	-	-	-	1x 2.0	Yes	5 VDC, 2.0 A
Switch	NETGEAR	GS110TPP	V1	RTL8380M	1	500	32	128	-	10	-	-	-	-	Yes	54 VDC, 3.7 A Barrel
Switch	ZyXEL	GS1900-8	NULL	RTL8380M	1	500	16	128	-	8	-	-	-	-	Yes	100-240 VDC, 0.25 A C13
Switch	INABA	Abaniact AML2-17GP	NULL	RTL8382M	1	500	32	128	-	17	-	-	-	-	Yes	100-240V, 0.21A  C13
other	AVM	FRITZ!Fon 7150	NULL	Texas Instruments AR7	1	212	8	32	1	-	b/g	-	-	1x 1.1	-	12 VDC, 1.0 A
WiFi Router	T-Com / Telekom	Speedport W900V	NULL	Texas Instruments AR7	1	212	8	32	4	-	b/g	-	-	1x 1.1	-	12 VDC, 1.5 A
	AVM	FRITZ!Box Fon	NULL	AR7 Sangam	1	150	4	16	1		-	-		1x 1.1 Device	-	12V, 500mA
WiFi Router	AVM	FRITZ!Box 3490	NULL	Lantiq XWAY VRX288 / PSB 80920 EL	2	500	8	256	-	4	b/g/n	a/n/ac		2x 3.0	Yes	-
WiFi AP	ZiKing	CPE46B	NULL	Atheros AR9330	1	-	8	32	-	2	b/g/n	-	-	-	Yes	24 VDC
Single Board Computer	Sinovoip	Banana Pi M2 Berry	NULL	Allwinner V40	4	1200	microSD	1024	-	1	b/g/n	-	4.0	4x 2.0	Yes	5 VDC, 2.0 A (-USB)
WiFi Router	JCG	Q20	NULL	MediaTek MT7621AT	2	880	128	256	-	3	-	-	-	-	-	12 VDC, 1.0 A
WiFi Router	Cudy	WR2100	NULL	MediaTek MT7621A	2	880	16	128	-	5	b/g/n	a/n/ac	-	-	-	12 VDC, 1.5 A
